quote_number,gender,agecat,date_of_birth,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0
79143286,M,2,7/13/1989,,C,124.5,3,SEDAN,2.299,0,0
93993672,F,6,1/13/1946,743,C,121.5,2,SEDAN,1.551,0,31.10512361
36334591,M,4,12/27/1963,315,B,138.2,4,HBACK,0.792,0,1287.793304
64190691,F,5,3/3/1954,804,A,86.6,4,SEDAN,1.045,0,48.36235466
98110025,F,4,7/26/1964,738,D,119.2,3,STNWG,2.112,0,0
46425230,F,6,4/26/1948,764,B,118.7,3,SEDAN,1.771,0,0
11285331,M,2,3/17/1982,556,B,,4,HBACK,1.232,0,321.6554766
38223180,F,4,6/13/1967,666,B,133,2,SEDAN,1.43,0,0
69422156,M,5,1/24/1951,731,F,94,4,UTE,0.429,0,0
61764828,F,1,7/20/1992,670,B,107.8,1,HBACK,1.4839,0,0
21170015,F,5,6/11/1958,811,D,102.5,4,SEDAN,0.847,0,13.01662828
33819494,M,3,6/17/1973,845,C,84,2,SEDAN,1.936,0,0
47828837,F,2,6/11/1982,481,A,59.6,4,STNWG,1.243,0,159.7557981
55103679,M,4,8/7/1960,832,A,51,2,MCARA,4.84,0,0
24003539,M,2,8/26/1981,,A,87.3,3,SEDAN,1.089,0,533.5250076
18210643,M,3,10/19/1971,618,C,139.5,1,UTE,2.013,0,313.8492165
30781766,F,3,2/19/1970,658,C,,2,HBACK,1.936,0,25.56162708
99971161,M,2,5/12/1984,692,A,96.3,3,STNWG,2.112,0,0
42507969,F,6,12/23/1930,346,D,125.5,4,SEDAN,0.407,1,6098.590125
83640767,F,3,12/20/1972,799,F,100,4,SEDAN,0.88,0,0
79288261,F,4,6/3/1969,717,C,145.5,3,SEDAN,1.496,0,70.34563034
26095855,M,5,5/7/1958,833,C,141,1,SEDAN,1.771,0,99.79333456
41203703,F,5,3/16/1955,805,C,123,1,STNWG,6.237,0,49.02464189
16858645,F,5,7/6/1954,702,A,77.8,4,SEDAN,1.276,0,0
94576503,F,2,10/23/1988,767,C,97.5,4,SEDAN,0.484,0,112.9672119
78915596,F,,7/18/1976,673,C,52.5,4,SEDAN,0.495,0,0
44129165,M,2,8/24/1982,631,B,106.2,2,HBACK,1.133,0,40.94173611
91110117,M,2,2/1/1980,690,A,98.1,3,UTE,2.464,0,30.5420918
33394584,F,4,1/1/1968,726,E,54,1,HBACK,1.617,0,99.67270249
38420560,F,5,1/22/1953,721,A,76.4,2,SEDAN,1.617,0,0
77536528,F,3,7/30/1970,330,B,161.9,3,HBACK,1.012,1,6867.970083
80203777,M,1,9/30/1995,602,D,117.3,1,STNWG,3.2989,0,642.4907272
54812284,F,3,6/6/1977,632,E,81,3,STNWG,3.014,0,185.7549935
42006776,F,5,7/27/1958,646,C,145.5,4,STNWG,1.309,0,0
69735179,F,3,3/27/1974,776,B,138,3,HBACK,1.463,0,0
37149905,F,4,6/4/1960,768,A,66.4,3,STNWG,2.299,0,150.6456223
84795418,M,5,11/11/1950,699,C,129,1,SEDAN,1.716,0,0
29806914,M,5,6/14/1952,835,A,43.5,4,STNWG,1.309,0,0
56277435,F,2,8/28/1987,644,A,90.5,2,SEDAN,2.673,0,0
33409758,M,5,12/16/1951,606,C,118.5,2,SEDAN,2.178,0,0
30028000,F,2,10/27/1983,,C,127.5,2,STNWG,5.093,0,319.7613691
13274247,F,5,4/18/1956,785,C,126,1,SEDAN,2.684,0,307.534507
71116714,M,3,8/6/1977,633,B,102.9,4,SEDAN,0.418,0,66.29229108
52922447,F,6,2/15/1937,776,E,25.5,2,SEDAN,2.222,0,0
95321216,M,4,12/22/1963,593,D,113.5,2,UTE,3.663,0,0
86407633,F,4,11/20/1966,603,B,89.6,4,HBACK,0.902,0,94.43279836
68390251,M,3,7/17/1973,601,A,,4,STNWG,1.276,0,30.02156705
16962903,F,2,6/16/1981,583,B,127.1,4,STNWG,1.001,0,123.3161612
83619269,M,3,11/22/1978,692,C,129,2,STNWG,3.894,0,0
59665064,F,4,3/29/1968,702,E,43.5,1,HBACK,1.7358,0,0
12951965,M,3,1/4/1979,679,B,102.7,4,HDTOP,1.573,0,0
18811285,F,4,10/11/1968,747,B,148.9,2,SEDAN,1.452,0,0
28433685,F,5,2/8/1955,736,C,126,2,STNWG,2.794,0,0
58771656,F,4,7/7/1967,683,B,124.2,4,UTE,0.77,0,0
58393152,F,2,6/10/1981,430,D,110.7,4,SEDAN,0.605,1,2393.63523
26288441,F,5,2/5/1959,807,B,137.3,3,HBACK,1.342,0,30.25072933
88728930,M,3,6/20/1971,817,A,111.6,3,SEDAN,0.891,0,0
29980036,M,6,7/26/1942,807,A,112.3,4,SEDAN,0.594,0,0
55147870,M,5,3/15/1958,667,A,89.2,1,HBACK,2.046,0,183.6999237
99683260,F,3,1/18/1975,735,C,133.5,3,SEDAN,1.21,0,66.34436148
39686799,F,1,6/5/1999,503,F,122,2,SEDAN,2.706,0,314.7819902
68434583,F,2,5/13/1980,651,A,53.3,4,STNWG,1.232,0,0
15537606,M,4,5/26/1965,788,A,82.7,2,HBACK,1.771,0,0
17590295,M,3,12/27/1976,713,A,103,4,STNWG,0.66,0,0
86844624,F,5,2/22/1950,564,E,52.5,4,HBACK,0.484,0,54.63564906
16255659,F,3,12/31/1975,774,C,126,3,HBACK,1.584,0,14.56708131
26800252,M,2,4/8/1980,609,D,132.9,4,HDTOP,1.716,0,313.7905926
37772954,M,6,4/15/1937,494,E,72,1,SEDAN,1.936,1,3888.557851
65292697,F,2,10/16/1986,473,A,103.4,2,SEDAN,1.925,0,2202.95912
75901807,F,5,5/27/1954,846,A,100.2,3,SEDAN,1.133,0,0
88940435,M,4,11/14/1961,733,C,79.5,3,HBACK,1.232,0,0
51232801,M,1,5/11/1994,,C,142.5,3,STNWG,4.521,0,199.6555746
86358457,F,2,3/8/1984,386,D,77.9,4,STNWG,2.09,0,1562.109718
45792374,M,2,7/14/1981,,A,82.8,4,TRUCK,1.452,0,0
50550049,F,4,3/18/1964,626,D,59.8,3,HBACK,1.342,0,0
74621337,F,6,6/8/1935,384,B,138.4,2,STNWG,3.069,1,4627.553587
78480349,M,2,9/6/1989,613,A,109.2,4,PANVN,1.584,0,154.6461994
82913029,M,1,6/16/1998,,F,140,2,HDTOP,3.861,0,118.5789646
68316681,F,5,12/5/1955,711,C,105,4,COUPE,1.331,0,0
59892830,F,,6/12/1960,648,B,125.3,3,HBACK,1.485,0,31.68399184
18003891,F,2,1/11/1987,561,D,122.1,2,STNWG,4.378,0,436.4544418
67143666,M,2,2/9/1985,786,B,88.4,2,STNWG,4.015,0,0
14876619,F,4,2/24/1969,476,C,141,3,HBACK,1.012,0,734.0402268
53591797,F,1,4/2/1994,339,A,96.3,4,HBACK,0.55,0,5476.934679
70060381,F,2,4/4/1980,323,A,78.9,3,STNWG,1.98,0,746.1095184
86830048,F,2,10/29/1981,361,C,150,1,SEDAN,1.815,0,1492.199164
35512248,F,3,7/18/1977,606,D,178.2,4,UTE,1.683,0,662.206936
65721909,F,5,8/9/1953,782,B,103.7,2,SEDAN,1.716,0,138.0876924
38905766,F,6,12/7/1946,660,A,82.5,4,PANVN,1.364,0,0
92538354,M,,3/1/1983,762,C,,2,SEDAN,2.75,0,103.5091224
33306943,F,6,9/13/1944,398,C,111,3,SEDAN,1.001,0,478.8492108
42048365,F,6,4/2/1945,810,D,77.4,4,SEDAN,0.429,0,0
76146130,M,4,9/12/1966,730,C,105,4,STNWG,2.035,0,21.5805978
10808106,F,2,1/22/1982,,A,,1,SEDAN,2.046,0,1848.261318
77482605,F,5,10/25/1956,728,B,111.4,4,SEDAN,1.331,0,36.46001489
70354333,F,2,8/26/1985,438,C,103.5,2,SEDAN,1.177,0,1944.575132
74029045,F,2,10/20/1983,716,C,103.5,2,HBACK,1.463,0,0
40247948,M,2,4/18/1985,,D,136.9,3,STNWG,3.366,0,222.018471
54771276,M,5,4/30/1959,796,B,118.4,2,HBACK,1.76,0,216.5449966
16160434,M,1,12/5/1991,646,E,27,3,UTE,2.387,0,618.511079
46419943,M,4,6/10/1964,667,A,50.7,2,SEDAN,2.046,0,74.058453
41449970,M,4,3/13/1960,840,E,67.5,1,UTE,3.8819,0,0
66923219,F,5,7/17/1952,773,B,135.6,4,SEDAN,1.045,0,0
58694374,M,6,1/4/1941,724,F,128,3,UTE,2.299,0,0
68311649,F,,3/23/1956,549,A,78.2,4,HBACK,1.166,0,220.7442712
66876083,F,4,5/3/1969,835,C,148.5,4,HBACK,0.583,0,0
11661958,F,3,11/22/1970,582,B,97.7,2,HBACK,1.65,0,281.7597385
25225722,M,6,2/5/1944,832,B,132,4,HBACK,0.484,0,0
69566401,F,5,12/27/1959,783,A,91.2,4,SEDAN,0.506,0,0
91169350,F,6,2/1/1940,825,C,108,4,STNWG,0.781,0,0
84648038,F,5,3/17/1951,590,C,147,3,STNWG,2.299,0,580.4260951
51893768,F,3,3/1/1971,,B,137.1,2,HDTOP,2.827,0,0
15872517,F,,6/10/1931,735,A,44.5,3,HBACK,1.342,0,0
45305293,F,2,6/11/1983,626,B,135.4,3,STNWG,2.068,0,147.5914346
24248400,F,1,5/19/1998,659,C,127.5,3,SEDAN,1.507,0,20.1637286
54540745,M,5,8/9/1957,770,A,96.8,3,HBACK,1.111,0,0
10540848,M,,12/3/1975,626,B,80,4,HBACK,0.341,0,0
19107718,M,2,1/22/1982,503,A,102.6,1,SEDAN,2.673,0,3316.504805
68027473,F,5,11/26/1950,597,A,63.3,2,STNWG,1.98,0,111.1911662
88207830,F,6,5/12/1936,638,D,115.4,1,STNWG,5.181,0,631.2874786
15085858,F,1,12/14/1991,,A,89.6,3,SEDAN,1.243,0,667.0518148
30439180,F,2,6/26/1981,497,C,114,4,SEDAN,1.045,0,264.2168043
15116697,F,3,10/28/1970,656,A,92.2,2,SEDAN,1.98,0,0
39411331,M,1,12/31/1998,,A,82.1,4,UTE,1.089,0,112.0869958
23398909,M,5,11/6/1953,531,A,65,1,HBACK,1.441,0,825.2353956
53240405,M,3,7/20/1971,729,C,120,4,STNWG,1.452,0,0
19498357,F,3,3/29/1975,661,D,95.2,4,STNWG,0.781,0,53.67084793
80482308,M,4,3/23/1966,680,A,86,2,STNWG,3.575,0,148.4070733
35989073,F,1,12/5/1990,662,D,110.9,3,STNWG,1.892,0,684.5672735
92825804,F,3,2/10/1973,609,A,81.8,1,SEDAN,2.519,0,1776.048786
79204006,M,5,8/16/1959,444,C,148.5,1,STNWG,5.302,1,3623.20937
84456395,F,3,6/21/1975,609,F,144,1,SEDAN,2.442,0,140.9538691
70361743,M,5,1/25/1957,817,B,95.3,2,HBACK,1.738,0,13.3229365
93442263,F,2,4/8/1986,834,A,49.1,1,HBACK,1.738,0,0
77345932,M,4,11/7/1963,454,A,65.5,4,HBACK,0.473,0,353.8886469
65300052,M,2,9/8/1985,,A,51.6,2,PANVN,1.881,0,687.2263441
20405359,M,5,12/3/1952,740,A,60.5,3,UTE,1.672,0,0
82244447,F,4,8/15/1963,829,E,,3,SEDAN,1.98,0,18.71945014
75753463,F,2,10/20/1984,635,F,,3,TRUCK,2.211,0,470.3140984
92406229,F,2,4/28/1987,668,F,96,2,STNWG,2.376,0,0
41037918,F,5,1/23/1953,830,D,92.2,4,COUPE,0.649,0,55.65181016
21094643,M,3,10/23/1971,538,C,112.5,4,STNWG,1.243,0,460.1392696
24034932,M,3,9/20/1972,758,A,70.9,1,HBACK,3.696,0,0
12260870,F,3,6/2/1978,515,D,13.8,3,STNWG,2.431,0,7594.519632
10741760,F,2,7/1/1985,603,C,130.5,2,HBACK,1.463,0,213.3508092
44835795,F,1,7/15/1991,503,B,139.6,1,SEDAN,2.4178,0,1529.891789
44580719,F,3,6/25/1971,618,A,100.5,4,SEDAN,0.495,0,44.59260191
22661752,F,6,9/19/1947,439,C,127.5,1,SEDAN,2.024,0,1098.760969
24535855,F,5,11/24/1954,790,A,123.1,4,HBACK,0.913,0,0
68359571,F,3,3/21/1970,739,B,116.1,4,STNWG,2.167,0,0
37811279,M,5,1/12/1958,814,B,114.3,3,HBACK,1.496,0,0
44607779,F,3,12/2/1974,648,E,19.5,3,HBACK,1.276,0,0
77296974,M,2,1/18/1986,498,F,94,2,HDTOP,3.806,0,177.0670917
13779339,M,6,10/24/1933,768,B,,2,STNWG,4.488,0,0
40200674,F,,10/2/1987,624,A,71.9,4,STNWG,0.781,0,0
72124849,M,3,6/4/1977,674,E,64.5,2,HBACK,1.463,0,81.02314769
41406409,M,5,4/5/1952,678,B,81.2,4,SEDAN,0.737,0,0
37570635,F,6,1/27/1940,830,E,51,4,HDTOP,1.32,0,0
58733760,F,3,10/8/1978,655,C,145.5,2,STNWG,2.761,0,346.5999117
90660669,F,5,5/26/1954,692,A,92,3,HDTOP,1.771,0,0
46024346,F,2,2/2/1981,355,D,72.1,2,SEDAN,1.507,1,3630.298365
20044658,M,5,3/25/1954,683,B,75.8,1,SEDAN,2.233,0,0
16693440,F,6,7/24/1928,336,D,80.9,1,HBACK,1.881,1,3552.094888
61964773,M,6,2/4/1946,801,D,66.7,2,HBACK,2.002,0,0
15612081,F,5,1/16/1952,564,C,118.5,3,SEDAN,1.815,0,202.017838
55610833,M,4,9/29/1965,785,C,135,3,SEDAN,1.133,0,0
63036446,M,3,10/16/1973,657,B,130.8,4,STNWG,0.968,0,0
49518359,F,,4/23/1952,720,C,117,3,SEDAN,1.353,0,79.56547845
24496971,F,5,7/19/1954,811,C,132,4,HBACK,1.43,0,46.23648573
62998386,F,4,6/5/1960,728,A,78,2,SEDAN,1.881,0,0
61747389,M,5,4/19/1957,712,B,144,4,HDTOP,2.101,0,262.2791355
90275434,F,2,3/26/1989,388,F,128,1,STNWG,5.588,1,4045.90871
43873366,F,5,9/5/1950,783,E,54,3,SEDAN,1.617,0,36.60911063
26831293,F,3,7/21/1971,774,C,99,3,SEDAN,1.826,0,0
44974769,F,2,7/7/1980,686,D,133.5,1,STNWG,4.158,0,0
32906904,M,,7/31/1955,754,B,,1,STNWG,3.619,0,0
93606562,M,1,3/24/1995,628,C,100.5,2,PANVN,2.409,0,70.32523285
74060619,F,4,5/13/1968,414,A,96.7,2,HBACK,1.32,0,1461.264503
62140517,F,4,11/17/1969,662,C,147,2,SEDAN,2.255,0,0
71198336,F,3,12/8/1973,401,C,127.5,2,HBACK,1.87,0,1082.90171
70957420,M,4,11/3/1965,559,F,,4,UTE,0.88,0,265.5653634
38247906,F,4,8/26/1969,671,B,141.2,4,SEDAN,0.781,0,138.4675373
11250027,F,2,8/19/1985,570,B,71.4,4,HBACK,0.583,0,668.2744745
85132804,F,5,7/7/1950,707,C,126,4,SEDAN,2.145,0,123.0880696
55701224,F,4,10/30/1968,646,C,,2,HBACK,1.496,0,0
75649036,F,5,4/20/1951,750,E,,4,UTE,1.166,0,18.45185156
91853535,F,2,10/14/1987,517,C,142.5,4,STNWG,0.781,0,749.8810058
49344351,F,2,7/20/1986,,C,129,1,SEDAN,1.705,0,522.0576951
56637882,F,5,2/13/1954,833,E,52.5,3,SEDAN,1.067,0,0
87279348,F,5,6/13/1959,456,A,108.7,3,HBACK,1.309,0,2974.294872
49918899,F,6,5/7/1942,832,B,115.5,2,HBACK,1.727,0,0
67732424,F,4,9/10/1960,639,C,136.5,1,STNWG,4.51231,0,747.7910715
13100272,M,6,12/5/1937,797,C,130.5,3,SEDAN,1.474,0,42.74210421
14638575,M,3,3/27/1978,441,C,133.5,1,SEDAN,3.465,0,505.7600591
19843193,M,5,10/21/1954,832,B,112,4,HBACK,0.88,0,0
48214525,F,3,8/19/1971,648,E,54,4,STNWG,1.562,0,0
46311449,F,3,11/3/1978,394,A,50.9,3,HBACK,1.1,0,4853.68878
86410770,M,6,9/2/1945,378,A,97.1,3,STNWG,2.189,0,1552.947014
10259628,M,5,8/20/1956,794,A,81.5,4,SEDAN,0.451,0,0
16939917,M,,10/26/1973,666,B,111.7,3,HBACK,0.924,0,0
10014928,F,2,9/21/1981,665,F,144,3,STNWG,3.102,0,70.74095275
24133824,M,4,5/23/1960,737,D,110.2,4,TRUCK,1.529,0,0
92223659,F,,1/19/1964,689,D,129.6,2,SEDAN,2.53,0,0
95457349,M,,6/27/1945,716,A,88.5,2,STNWG,4.037,0,32.68948106
13939386,M,,4/22/1984,768,C,139.5,3,SEDAN,1.254,0,88.20931055
12573397,M,2,10/14/1988,568,F,114,4,TRUCK,0.968,0,972.274167
64842382,F,4,11/29/1962,620,A,97.8,2,SEDAN,1.793,0,0
80349202,F,5,6/24/1958,779,C,135,1,SEDAN,2.717,0,796.4373913
95034692,M,1,10/8/1996,463,A,,2,STNWG,4.048,0,3281.661633
28194359,M,5,8/14/1956,793,B,122.6,2,STNWG,5.797,0,0
91306392,M,4,11/23/1962,689,A,44.6,4,STNWG,2.607,0,34.0805463
22132638,M,2,10/3/1982,496,B,127.3,3,HBACK,1.001,0,842.4194306
34077988,F,4,9/19/1962,628,A,71.3,4,STNWG,2.09,0,16.67139809
50827611,F,2,2/10/1989,687,C,144,4,HBACK,0.451,0,43.69419649
81420053,F,,4/12/1984,381,A,60.3,4,HBACK,0.682,1,2954.097775
49535756,F,5,10/23/1954,743,B,113.8,1,HBACK,2.068,0,75.89249691
56091713,F,4,7/7/1965,849,C,100.5,3,SEDAN,1.661,0,0
97150975,F,1,5/4/1992,533,D,90.7,2,SEDAN,1.771,1,2167.094708
52854064,M,4,2/19/1969,660,C,121.5,2,SEDAN,2.607,0,28.62801656
25818444,M,3,3/3/1975,651,A,114.3,2,SEDAN,2.145,0,215.9390695
26335940,M,2,9/30/1981,320,E,88.5,2,UTE,3.806,0,4155.391181
34379632,F,,12/18/1977,696,A,49.7,2,SEDAN,1.386,0,0
94327290,F,5,5/17/1955,832,C,139.5,4,SEDAN,2.629,0,26.65181018
47607348,F,1,2/10/1999,,C,132,3,HBACK,0.825,1,1115.905553
85140177,M,4,7/14/1962,651,D,52,3,UTE,1.551,0,592.7847434
89263619,M,3,12/13/1972,765,C,135,3,SEDAN,1.089,0,16.98276981
31492886,F,1,7/22/1999,557,C,141,2,HBACK,2.585,0,585.5320938
28980259,F,3,6/24/1971,607,B,92.3,3,HBACK,1.023,0,274.5284933
31172017,M,4,9/3/1962,794,A,109.1,2,HBACK,1.76,0,0
50510094,F,1,5/19/1996,715,A,87.3,1,HBACK,1.573,0,0
32950375,M,3,11/19/1973,693,B,115.2,3,HBACK,2.673,0,127.8194451
64509561,M,1,2/12/1990,494,D,97.8,4,PANVN,0.429,0,174.2677941
27960529,F,2,6/20/1984,436,F,98,4,STNWG,1.221,0,1639.928264
38029588,F,4,2/1/1969,693,B,130.8,2,COUPE,3.597,0,135.2512831
76541006,M,4,6/22/1965,698,C,147,2,SEDAN,4.499,0,70.06293066
19561644,F,5,11/30/1955,684,B,103.4,4,HBACK,0.583,0,0
49778282,M,,9/5/1937,833,C,129,2,STNWG,4.466,0,0
94456652,M,,7/23/1961,806,C,124.5,3,HBACK,1.243,0,0
74260001,M,4,4/22/1965,559,C,141,2,SEDAN,1.782,0,357.4582549
43882931,M,3,6/7/1972,399,E,9,3,STNWG,3.729,0,3737.691076
40083244,M,,2/13/1980,770,C,130.5,4,STNWG,1.496,0,126.7906831
67836817,F,2,7/7/1985,416,C,129,2,STNWG,2.684,0,1744.200502
18368614,F,4,4/2/1961,705,B,88.5,3,STNWG,1.089,0,0
78795420,M,,11/9/1971,,A,102.3,3,HDTOP,1.936,1,437.9025761
11061630,F,3,5/19/1970,464,C,124.5,3,SEDAN,1.177,0,1496.29473
38595181,M,3,4/28/1978,671,E,58.5,3,UTE,1.639,0,0
39279656,F,5,9/26/1954,713,A,81.2,3,CONVT,6.314,0,0
67558983,F,1,1/9/1996,585,C,132,3,SEDAN,1.551,0,1044.641433
50439366,F,2,6/18/1988,703,F,,4,STNWG,1.804,0,17.23018929
30634851,F,5,7/30/1951,845,C,129,2,SEDAN,2.167,0,0
13381210,F,2,4/17/1984,342,D,52.6,2,STNWG,2.937,0,994.4235346
91539430,M,5,8/15/1956,746,B,96.7,2,SEDAN,1.672,0,309.0199144
41315703,M,,1/15/1987,,C,141,1,HBACK,1.562,0,218.5059778
25223900,F,4,11/30/1964,650,A,89.4,1,UTE,3.916,0,0
28108253,M,2,2/4/1989,609,B,140.9,4,SEDAN,0.407,0,109.9920721
80990927,F,5,8/13/1955,845,B,109.5,3,HBACK,0.924,0,0
39540920,F,1,5/15/1997,561,C,145.5,2,HBACK,2.035,0,99.59758225
48622822,M,5,3/21/1954,756,F,102,3,UTE,2.409,0,21.45657894
41161463,M,2,10/1/1988,602,F,122,2,UTE,1.529,0,197.8197344
22524356,F,1,5/31/1995,586,A,90.8,1,HBACK,1.551,0,293.8603662
56071886,M,4,5/31/1966,361,C,150,4,SEDAN,0.484,1,1332.499359
25094030,F,2,3/23/1980,645,C,145.5,4,HBACK,0.594,0,136.1233866
20992374,F,2,7/4/1983,508,F,106,3,UTE,3.036,0,2561.017153
36961389,F,4,12/22/1968,756,C,121.5,3,SEDAN,1.386,0,0
56235769,F,3,2/28/1979,514,C,94.5,4,SEDAN,0.781,0,276.0124666
81467090,M,5,8/11/1956,784,A,70.5,3,HBACK,1.782,0,0
71934056,M,5,10/3/1953,803,E,60,3,SEDAN,1.177,0,0
63524969,M,5,5/5/1959,633,D,102.5,4,STNWG,1.056,0,79.19533415
68095886,F,,9/22/1969,663,B,96.1,4,STNWG,0.638,0,0
82165125,F,2,8/24/1983,601,E,,2,STNWG,2.871,0,695.3656971
43609514,M,3,10/31/1979,689,A,111.8,1,HBACK,1.485,0,45.22865535
90802977,M,4,11/2/1965,738,C,129,3,SEDAN,1.122,0,0
58505550,M,3,3/31/1971,702,D,93.2,4,UTE,1.045,0,0
93247506,M,5,12/29/1952,763,D,128.3,1,STNWG,4.1239,0,0
76975512,F,1,10/28/1997,420,D,151.7,3,HBACK,0.913,1,563.828187
17730804,F,4,7/12/1967,781,E,21,2,STNWG,2.585,0,0
66938933,F,6,7/9/1939,766,D,108.5,3,SEDAN,1.562,0,0
92016812,M,3,12/6/1976,701,A,107.5,2,SEDAN,2.574,0,804.2314833
46805764,F,5,7/1/1959,825,C,141,4,SEDAN,0.44,0,14.28018425
64327241,M,1,10/16/1996,615,B,112.1,4,UTE,1.287,0,0
83944083,F,,1/30/1955,773,A,106.8,4,HBACK,0.517,0,15.31056124
68717209,F,5,6/9/1951,823,B,106.6,4,SEDAN,0.484,0,0
85998302,F,,12/8/1975,317,E,75,4,STNWG,2.211,1,3798.993712
42544188,F,,6/8/1936,318,D,83.1,2,SEDAN,1.694,1,11227.77406
63743665,M,3,1/10/1977,682,D,120.2,4,PANVN,0.836,0,43.69473883
32137152,M,6,7/2/1939,764,F,124,3,STNWG,2.629,0,108.9667204
24688602,M,5,7/24/1952,770,C,145.5,4,SEDAN,1.001,0,0
72271671,M,4,12/7/1963,567,C,148.5,4,MIBUS,0.781,0,258.1457119
70817454,F,5,7/26/1952,659,A,79.4,3,SEDAN,1.419,0,16.4548646
40353923,M,2,4/21/1989,687,C,112.5,3,HBACK,1.199,0,45.22865535
88535780,M,4,10/9/1965,817,A,73.7,2,SEDAN,2.123,0,0
82848146,F,1,10/12/1999,558,A,111.5,3,HBACK,1.089,0,285.2628416
17087270,F,2,8/17/1985,735,B,,3,SEDAN,1.155,0,0
15546065,M,5,6/8/1955,723,E,64.5,2,STNWG,3.938,0,103.1066706
37736015,M,5,5/1/1959,798,B,121.5,4,TRUCK,0.781,0,53.26244006
11408703,F,4,8/22/1968,803,B,145,4,HBACK,0.374,0,0
33381553,F,3,9/28/1973,712,C,129,3,SEDAN,1.067,0,18.09368664
97087286,F,,3/10/1937,827,C,138,3,SEDAN,2.189,0,110.1217206
86695794,F,1,1/5/1990,,B,102.2,4,HBACK,0.594,0,0
34179055,F,1,4/23/1997,671,D,95.5,3,HBACK,0.935,0,38.78558516
87748982,F,3,1/16/1975,660,C,84,2,STNWG,5.973,0,38.40134221
52946607,F,2,10/17/1981,778,C,,4,STNWG,1.936,0,0
79669876,F,5,8/11/1955,683,E,55.5,4,MIBUS,0.968,0,53.91848439
23125540,M,2,8/4/1982,633,B,117.9,4,UTE,1.045,0,83.1287379
90923622,F,5,1/13/1958,702,B,99.9,3,MCARA,3.465,0,0
76230051,M,6,12/16/1946,713,C,145.5,1,SEDAN,2.475,0,163.2359024
78191589,M,2,3/15/1981,794,B,148.8,4,PANVN,0.319,0,44.96540241
22397423,F,2,8/7/1982,,A,65.4,1,HBACK,1.408,0,898.6536807
43102749,M,2,2/19/1989,594,C,150,4,HBACK,0.748,0,488.9938369
51231386,M,6,5/20/1940,844,D,157.1,4,STNWG,2.123,0,0
74347957,F,1,10/3/1990,366,B,143.2,4,SEDAN,0.968,1,3001.276622
24872897,M,5,9/5/1952,758,D,93.8,4,UTE,1.595,0,0
72934390,F,2,7/5/1981,642,E,40.5,2,STNWG,3.905,0,0
13525406,F,,10/5/1947,719,B,120.9,3,STNWG,1.32,0,79.56547845
37623016,F,1,12/10/1990,378,F,156,1,HBACK,2.013,1,2848.227218
83475381,F,3,6/5/1974,609,C,132,4,STNWG,0.891,0,76.12127823
26478675,M,4,2/24/1969,706,C,130.5,4,SEDAN,0.473,0,20.84353318
34983517,F,1,8/18/1992,449,A,39.6,1,SEDAN,2.321,0,420.581694
75825448,M,2,1/12/1981,690,C,115.5,1,HBACK,1.573,0,127.8194451
16349948,F,4,5/12/1965,730,E,37.5,2,SEDAN,1.65,0,0
23676450,M,3,1/27/1970,846,F,74,4,UTE,1.353,0,0
44684485,F,2,7/6/1989,639,B,102.5,3,SEDAN,1.595,0,0
37287274,F,6,3/2/1932,834,C,147,2,SEDAN,1.914,0,67.83668969
26479971,F,6,10/16/1932,364,A,111.6,4,SEDAN,0.396,0,3942.953922
61882096,F,2,2/28/1986,523,F,82,2,STNWG,3.465,0,1977.966428
98561192,M,2,9/20/1983,449,C,115.5,4,STNWG,0.968,1,1174.659051
20130682,M,5,11/3/1952,702,A,67.3,3,STNWG,2.662,0,0
94626454,F,3,11/16/1977,830,C,142.5,3,STNWG,2.585,0,0
59796203,F,5,12/1/1959,704,B,114.9,3,STNWG,4.994,0,148.5942906
86933891,M,2,6/20/1989,630,B,116.4,2,UTE,1.793,0,404.2889825
28434535,F,,12/12/1994,,C,60,4,SEDAN,0.396,0,70.30470481
86882060,F,3,6/7/1979,728,A,96.7,4,HBACK,0.583,0,0
70707983,M,6,3/17/1945,785,B,131.4,2,SEDAN,1.914,0,442.4817768
47961909,F,1,1/22/1994,695,E,,1,STNWG,5.269,0,199.0277225
37460334,F,3,4/21/1978,725,D,86.5,1,HBACK,1.4839,0,215.4406221
64726121,F,6,5/19/1945,351,A,74.9,2,SEDAN,1.881,0,4484.363452
79034201,F,5,2/4/1952,705,A,90.9,3,SEDAN,1.826,0,29.95328925
88276386,F,3,10/14/1976,785,D,90.8,2,STNWG,3.586,0,0
15948361,F,3,10/16/1971,690,A,,4,SEDAN,1.342,0,67.1587907
39222617,M,3,10/20/1974,681,D,112,4,UTE,0.968,0,96.44758945
71543738,F,4,9/7/1965,700,F,,4,STNWG,1.793,0,158.9359229
49021288,F,2,9/18/1988,614,D,106,2,SEDAN,2.112,0,44.76120263
27900950,F,2,5/12/1981,348,C,108,4,HBACK,1.353,0,1451.061534
88321576,F,4,5/20/1966,678,A,97.6,3,SEDAN,1.298,0,72.18337409
58249853,F,2,12/14/1984,,B,114.3,1,SEDAN,2.75,0,0
70435201,M,5,10/20/1955,736,B,139.9,3,STNWG,4.4,0,0
75457054,F,3,11/16/1971,576,C,139.5,2,STNWG,3.894,0,1392.39821
92871413,F,,4/16/1960,567,B,,2,HBACK,1.221,0,66.91090405
